PID,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Neighborhood,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
533210020,FV,30.0,3000,Pave,Reg,Lvl,Inside,Somerst,2Story,6,5,2009,2009,Gable,Stone,76.0,Gd,PConc,318.0,612.0,Ex,Y,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,0,No Fireplace,Detchd,RFn,2.0,528.0,Y,0,234,0,0,0,0,0,6,2009,New,173733
531363020,RL,63.0,7500,No Access,Reg,Lvl,Inside,SawyerW,1Story,6,5,2006,2007,Gable,None,0.0,TA,PConc,1100.0,1100.0,Ex,Y,1100,0,0,1100,0.0,0.0,1,1,3,1,TA,6,0,No Fireplace,No Garage,No Garage,0.0,0.0,Y,0,136,0,0,0,0,0,6,2007,New,146000
534431070,RL,120.0,17360,No Access,Reg,Lvl,Corner,NAmes,1.5Fin,6,6,1949,1950,Gable,Stone,340.0,TA,CBlock,482.0,782.0,TA,Y,1019,537,0,1556,0.0,0.0,2,0,3,1,TA,6,1,Gd,Attchd,Unf,2.0,470.0,Y,0,0,150,0,0,0,0,1,2010,WD ,172500
923229100,RL,0.0,15957,No Access,IR1,Low,Corner,Mitchel,SLvl,6,6,1977,1977,Gable,None,0.0,TA,PConc,96.0,1244.0,TA,Y,1356,0,0,1356,2.0,0.0,2,0,3,1,TA,6,1,TA,Attchd,Fin,2.0,528.0,Y,1424,0,0,0,0,0,0,9,2007,WD ,188000
533254130,RL,80.0,9600,No Access,Reg,Lvl,FR2,Veenker,1Story,6,8,1976,1976,Gable,None,0.0,TA,CBlock,284.0,1262.0,Ex,Y,1262,0,0,1262,0.0,1.0,2,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,460.0,Y,298,0,0,0,0,0,0,5,2007,WD ,181500
907131090,RL,43.0,10667,No Access,IR2,Lvl,CulDSac,CollgCr,2Story,7,6,1996,1996,Gable,None,0.0,Gd,PConc,70.0,799.0,Ex,Y,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,1,TA,Attchd,RFn,2.0,550.0,Y,158,61,0,0,0,0,0,4,2009,ConLw,212000
527355060,RL,81.0,10530,No Access,Reg,Lvl,Inside,NWAmes,2Story,7,5,1978,1978,Gable,BrkFace,68.0,TA,CBlock,945.0,945.0,TA,Y,945,912,0,1857,0.0,0.0,2,1,4,1,TA,8,1,TA,Attchd,RFn,2.0,482.0,Y,400,105,0,0,0,0,0,7,2006,WD ,188900
534450110,RL,50.0,5000,No Access,Reg,Lvl,Inside,BrkSide,1Story,3,3,1946,1950,Gable,None,0.0,Fa,CBlock,367.0,666.0,Fa,N,666,0,0,666,0.0,1.0,1,0,2,1,Gd,4,0,No Fireplace,No Garage,No Garage,0.0,0.0,N,0,52,0,0,0,0,0,4,2007,WD ,64500
905352140,RL,0.0,17082,No Access,IR1,Low,CulDSac,ClearCr,2Story,6,5,1978,1992,Gable,BrkFace,288.0,TA,PConc,153.0,1117.0,Ex,Y,1117,864,0,1981,1.0,0.0,2,1,4,1,Gd,8,1,TA,Attchd,Fin,2.0,522.0,Y,336,104,0,0,0,0,0,5,2010,WD ,230000
908127060,RL,74.0,16287,No Access,Reg,Lvl,Inside,Edwards,1.5Fin,5,6,1925,1950,Gable,None,0.0,TA,CBlock,666.0,901.0,TA,Y,901,450,0,1351,1.0,0.0,1,0,3,1,TA,7,1,Gd,Detchd,Unf,2.0,576.0,N,0,0,43,0,100,0,0,7,2007,WD ,122000
535325340,RL,65.0,11050,No Access,Reg,Lvl,Inside,NAmes,1Story,5,5,1956,1956,Hip,None,0.0,TA,CBlock,517.0,1005.0,Ex,Y,1005,0,0,1005,0.0,0.0,1,0,2,1,TA,6,1,TA,Attchd,Unf,1.0,319.0,Y,0,0,0,0,288,0,0,7,2006,WD ,133500
902105020,RM,60.0,10440,Grvl,Reg,Lvl,Corner,OldTown,1.5Fin,6,7,1920,1950,Gable,None,0.0,Gd,BrkTil,1017.0,1510.0,Ex,Y,1584,1208,0,2792,0.0,0.0,2,0,5,1,TA,8,2,TA,Detchd,Unf,2.0,520.0,Y,0,547,0,0,480,0,1150,6,2008,WD ,256000
923225200,RM,41.0,2665,No Access,Reg,Lvl,Inside,MeadowV,2Story,5,7,1976,1976,Gable,None,0.0,TA,PConc,232.0,550.0,TA,Y,925,550,0,1475,0.0,0.0,2,0,4,1,TA,6,1,TA,Attchd,Unf,1.0,336.0,Y,92,26,0,0,0,0,0,5,2008,WD ,129500
907250030,RL,80.0,10389,No Access,Reg,Lvl,Inside,CollgCr,1Story,8,5,2003,2003,Hip,BrkFace,320.0,Gd,PConc,296.0,1978.0,Ex,Y,1978,0,0,1978,1.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,RFn,3.0,850.0,Y,188,25,0,0,0,0,0,5,2010,WD ,318000
528172060,RL,70.0,9658,No Access,IR1,Lvl,Inside,NridgHt,1Story,8,5,2006,2006,Gable,Stone,383.0,Gd,PConc,1598.0,1598.0,Gd,Y,1606,0,0,1606,0.0,0.0,2,0,3,1,Gd,6,1,Gd,Attchd,RFn,3.0,871.0,Y,230,60,0,0,0,0,0,7,2009,WD ,255900
531363050,RL,63.0,7500,No Access,Reg,Lvl,Inside,SawyerW,1Story,6,5,2004,2004,Gable,None,0.0,TA,PConc,1158.0,1158.0,Ex,Y,1158,0,0,1158,0.0,0.0,1,1,3,1,Gd,5,0,No Fireplace,No Garage,No Garage,0.0,0.0,Y,0,50,0,0,0,0,0,8,2009,WD ,143500
528138020,RL,79.0,14122,No Access,IR1,Lvl,Inside,NridgHt,1Story,8,5,2005,2006,Hip,BrkFace,240.0,Gd,PConc,1794.0,1822.0,Ex,Y,1822,0,0,1822,0.0,0.0,2,0,3,1,Ex,8,1,Gd,Attchd,RFn,3.0,678.0,Y,0,119,0,0,0,0,0,2,2010,WD ,259000
909428120,RL,0.0,21000,No Access,Reg,Bnk,Corner,Crawfor,1Story,6,5,1953,1953,Hip,BrkFace,184.0,TA,CBlock,905.0,1809.0,TA,Y,2259,0,0,2259,1.0,0.0,2,0,3,1,Gd,7,2,Gd,Basment,Unf,2.0,450.0,Y,166,120,192,0,0,0,0,10,2007,COD,217000
903206170,RL,70.0,8737,No Access,IR1,Bnk,Inside,BrkSide,1.5Fin,6,7,1923,1950,Gable,None,0.0,TA,BrkTil,765.0,1065.0,Ex,Y,915,720,0,1635,0.0,0.0,1,1,3,1,TA,6,1,Gd,Detchd,Unf,2.0,440.0,Y,0,38,0,144,0,0,0,5,2007,WD ,210000
527402220,RL,0.0,8750,No Access,IR1,Lvl,Inside,NAmes,1Story,5,6,1970,1970,Gable,BrkFace,76.0,TA,CBlock,174.0,1002.0,TA,Y,1002,0,0,1002,1.0,0.0,1,0,3,1,TA,5,0,No Fireplace,Detchd,Unf,2.0,902.0,Y,0,0,0,0,0,0,0,8,2009,WD ,148500
528222050,RL,73.0,8499,No Access,IR1,Lvl,Inside,Gilbert,2Story,6,5,2006,2007,Gable,None,0.0,TA,PConc,616.0,616.0,Ex,Y,616,796,0,1412,0.0,0.0,2,1,3,1,Gd,6,1,Gd,BuiltIn,Fin,2.0,432.0,Y,0,36,0,0,0,0,0,3,2007,New,156932
534225110,RL,72.0,11072,No Access,IR1,Lvl,Inside,NAmes,1Story,5,5,1965,1965,Gable,None,0.0,TA,CBlock,1728.0,1728.0,TA,Y,1728,0,0,1728,0.0,0.0,2,0,6,2,TA,10,0,No Fireplace,Detchd,Unf,2.0,576.0,Y,0,0,0,0,0,0,0,11,2008,WD ,145000
906380210,RL,64.0,6762,No Access,Reg,Lvl,Inside,CollgCr,1Story,7,5,2007,2007,Gable,None,0.0,Gd,PConc,380.0,1282.0,Ex,Y,1290,0,0,1290,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,662.0,Y,168,0,0,0,0,0,0,5,2009,WD ,200000
528106110,RL,105.0,15431,No Access,Reg,Lvl,Inside,NridgHt,1Story,10,5,2005,2006,Hip,BrkFace,400.0,Ex,PConc,564.0,1994.0,Ex,Y,2046,0,0,2046,1.0,0.0,2,1,2,1,Ex,7,2,Gd,Attchd,Fin,3.0,878.0,Y,188,65,0,0,175,0,0,8,2007,WD ,450000
533213040,FV,34.0,3230,Pave,Reg,Lvl,Inside,Somerst,2Story,6,5,1999,1999,Gable,BrkFace,894.0,TA,PConc,348.0,729.0,Gd,Y,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,0,No Fireplace,Detchd,Unf,2.0,440.0,Y,0,24,0,0,0,0,0,3,2009,WD ,172500
534177180,RL,90.0,10800,No Access,Reg,Lvl,Inside,NWAmes,2Story,6,7,1974,1997,Gable,None,0.0,TA,CBlock,384.0,1522.0,TA,Y,1548,1066,0,2614,0.0,0.0,2,1,4,1,TA,9,1,TA,Attchd,RFn,2.0,624.0,Y,38,243,0,0,0,0,0,6,2008,WD ,240000
528482090,FV,102.0,11143,No Access,IR1,Lvl,Corner,Somerst,2Story,8,5,2004,2005,Gable,None,0.0,Gd,PConc,1580.0,1580.0,Ex,Y,1580,886,0,2466,0.0,0.0,3,0,4,1,Gd,8,1,Gd,Attchd,RFn,2.0,610.0,Y,159,214,0,0,0,0,0,12,2007,WD ,340000
916386140,RL,73.0,8925,No Access,IR1,HLS,Inside,Timber,1Story,8,5,2007,2007,Gable,None,0.0,Gd,PConc,1450.0,1466.0,Ex,Y,1466,0,0,1466,0.0,0.0,2,0,3,1,Gd,7,0,No Fireplace,Attchd,Fin,3.0,610.0,Y,100,18,0,0,0,0,0,7,2009,WD ,201000
907203110,RL,120.0,10356,No Access,Reg,Lvl,Corner,CollgCr,1Story,5,6,1975,1975,Gable,None,0.0,TA,CBlock,253.0,969.0,TA,Y,969,0,0,969,0.0,0.0,1,1,3,1,TA,5,0,No Fireplace,Attchd,Unf,2.0,440.0,Y,0,0,0,0,0,0,0,1,2007,WD ,122000
527302090,RL,93.0,12299,No Access,Reg,Lvl,Inside,NWAmes,1Story,7,6,1978,1985,Gable,Stone,67.0,TA,CBlock,201.0,1529.0,TA,Y,1664,0,0,1664,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,Fin,2.0,663.0,Y,0,0,0,0,0,0,0,9,2007,WD ,213000
534475250,RL,90.0,9900,No Access,Reg,Lvl,Inside,NAmes,1Story,6,5,1967,1967,Gable,None,0.0,Gd,CBlock,507.0,1680.0,TA,Y,1691,0,0,1691,1.0,0.0,1,0,2,1,TA,5,0,No Fireplace,Attchd,Unf,2.0,550.0,Y,0,67,260,0,0,0,0,4,2009,WD ,175000
906380200,RL,64.0,6762,No Access,Reg,Lvl,Inside,CollgCr,1Story,7,5,2007,2007,Gable,BrkFace,108.0,Gd,PConc,544.0,1208.0,Ex,Y,1208,0,0,1208,1.0,0.0,2,0,2,1,Gd,6,0,No Fireplace,Attchd,RFn,2.0,628.0,Y,105,54,0,0,0,0,0,9,2007,New,195400
905103070,RL,75.0,11625,No Access,Reg,Lvl,Inside,Sawyer,1Story,5,6,1967,1967,Hip,BrkFace,172.0,TA,CBlock,525.0,1052.0,TA,Y,1052,0,0,1052,0.0,0.0,1,1,3,1,TA,6,1,Po,Attchd,Fin,1.0,668.0,Y,0,215,0,0,0,0,0,4,2009,WD ,113500
903202120,RL,65.0,6435,No Access,Reg,Lvl,Inside,BrkSide,1.5Fin,6,5,1939,1950,Gable,None,0.0,TA,BrkTil,972.0,972.0,Gd,Y,972,605,0,1577,0.0,0.0,1,0,3,1,Fa,6,1,Gd,Detchd,Unf,1.0,312.0,Y,0,0,0,0,0,0,0,10,2006,WD ,140200
532376180,RL,65.0,8450,No Access,Reg,Lvl,Inside,Sawyer,1Story,5,6,1968,1968,Gable,BrkFace,90.0,TA,CBlock,450.0,882.0,TA,Y,909,0,0,909,0.0,0.0,1,0,3,1,TA,5,0,No Fireplace,Attchd,Unf,1.0,294.0,Y,0,155,0,0,0,0,0,11,2006,COD,116000
921205050,RL,88.0,11577,No Access,Reg,Lvl,Inside,Timber,1Story,9,5,2005,2006,Hip,BrkFace,382.0,Ex,PConc,383.0,1838.0,Ex,Y,1838,0,0,1838,1.0,0.0,2,0,3,1,Ex,9,1,Gd,Attchd,Fin,3.0,682.0,Y,161,225,0,0,0,0,0,9,2006,New,359900
907201160,RL,50.0,8340,No Access,IR1,Lvl,Inside,CollgCr,2Story,6,6,1977,1977,Gable,BrkFace,62.0,TA,CBlock,166.0,675.0,TA,Y,686,702,0,1388,0.0,0.0,1,1,3,1,TA,6,0,No Fireplace,Attchd,Unf,1.0,317.0,Y,406,36,0,0,0,0,0,12,2006,WD ,157500
905401100,RL,0.0,10708,No Access,IR1,Lvl,Inside,ClearCr,1Story,5,5,1955,1993,Hip,None,0.0,Gd,CBlock,470.0,1617.0,Ex,Y,1867,0,0,1867,1.0,0.0,1,0,2,1,TA,7,3,Gd,Attchd,Fin,1.0,303.0,Y,476,0,0,0,142,0,0,11,2009,COD,190000
903230100,RM,60.0,6911,No Access,Reg,Lvl,FR2,BrkSide,1Story,5,5,1924,1950,Gable,None,0.0,TA,PConc,740.0,1145.0,TA,Y,1301,0,0,1301,0.0,0.0,1,0,2,1,Fa,5,0,No Fireplace,Detchd,Unf,2.0,440.0,Y,0,0,0,0,0,0,0,10,2009,WD ,100000
534403280,RL,80.0,8800,No Access,Reg,Lvl,Inside,NAmes,1Story,6,6,1964,1964,Hip,BrkFace,425.0,TA,CBlock,698.0,1251.0,TA,Y,1251,0,0,1251,1.0,0.0,1,0,3,1,TA,6,2,Gd,Attchd,RFn,1.0,461.0,Y,0,116,0,0,0,0,700,3,2006,WD ,160000
907194160,RL,65.0,10739,No Access,IR1,Lvl,Inside,CollgCr,1Story,7,5,2002,2001,Gable,BrkFace,68.0,Gd,PConc,172.0,1431.0,Ex,Y,1444,0,0,1444,1.0,0.0,2,0,3,1,Gd,6,0,No Fireplace,Attchd,RFn,2.0,577.0,Y,144,40,0,0,0,0,0,4,2009,WD ,203000
533120030,RL,0.0,9572,No Access,IR1,Lvl,Inside,NoRidge,2Story,8,5,1990,1990,Gable,BrkFace,336.0,Gd,PConc,971.0,1453.0,Ex,Y,1453,1357,0,2810,0.0,0.0,2,1,4,1,Gd,9,1,Ex,Attchd,RFn,2.0,750.0,Y,500,0,0,0,0,0,0,6,2007,WD ,302000
531451110,RL,50.0,8012,No Access,Reg,Lvl,Inside,SawyerW,1Story,6,5,1980,1980,Gable,None,0.0,TA,CBlock,261.0,923.0,TA,Y,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,1,TA,Attchd,RFn,1.0,264.0,Y,80,0,0,0,0,0,0,5,2010,WD ,143000
907270040,RL,66.0,16226,No Access,IR3,Lvl,Inside,CollgCr,2Story,8,5,1998,1999,Gable,None,0.0,Gd,PConc,747.0,1028.0,Ex,Y,1210,1242,0,2452,0.0,0.0,2,1,4,1,Gd,9,1,TA,BuiltIn,Fin,2.0,683.0,Y,208,50,0,0,0,0,0,5,2007,WD ,267000
534252070,RL,0.0,10899,No Access,IR1,Lvl,Inside,NAmes,1Story,4,5,1964,1964,Gable,None,0.0,TA,Slab,0.0,0.0,TA,N,1224,0,0,1224,0.0,0.0,2,0,2,2,TA,8,0,No Fireplace,CarPort,Unf,3.0,530.0,Y,0,0,0,0,0,0,0,4,2007,WD ,103000
923203100,RM,32.0,4500,No Access,Reg,Lvl,FR2,Mitchel,1Story,6,5,1998,1998,Hip,BrkFace,443.0,TA,PConc,36.0,1237.0,Ex,Y,1337,0,0,1337,1.0,0.0,2,0,2,1,TA,5,0,No Fireplace,Attchd,Fin,2.0,405.0,Y,0,199,0,0,0,0,0,3,2006,WD ,153500
532479120,RL,0.0,16647,No Access,IR1,Lvl,CulDSac,Sawyer,SFoyer,5,5,1975,1981,Gable,None,0.0,TA,CBlock,0.0,1390.0,TA,Y,1701,0,0,1701,1.0,0.0,2,0,3,1,TA,6,2,TA,Basment,Fin,2.0,611.0,Y,0,0,0,0,0,0,0,1,2007,WD ,171000
908227030,RL,62.0,8707,No Access,Reg,Lvl,FR2,Edwards,1.5Fin,4,5,1924,1950,Gable,None,0.0,TA,BrkTil,1093.0,1093.0,TA,N,1093,576,0,1669,0.0,0.0,1,1,4,1,TA,9,0,No Fireplace,Attchd,Unf,1.0,288.0,Y,0,0,56,0,0,0,0,5,2006,WD ,107000
535403030,RL,66.0,8300,No Access,IR1,Lvl,Inside,NAmes,1Story,6,6,1968,1968,Gable,BrkFace,86.0,TA,CBlock,0.0,952.0,Gd,Y,952,0,0,952,1.0,0.0,1,0,3,1,TA,5,0,No Fireplace,Attchd,Unf,1.0,288.0,Y,0,0,0,0,0,0,0,8,2007,WD ,128500
535179120,RL,72.0,9770,No Access,Reg,Lvl,Inside,NAmes,1Story,5,5,1957,1957,Gable,None,0.0,TA,CBlock,410.0,922.0,TA,Y,922,0,0,922,1.0,0.0,1,0,2,1,TA,5,0,No Fireplace,Attchd,Unf,1.0,308.0,Y,0,34,0,0,0,0,0,4,2007,WD ,116000
923250060,RL,80.0,17400,No Access,Reg,Low,Inside,Mitchel,1Story,5,5,1977,1977,Gable,None,0.0,TA,CBlock,190.0,1126.0,Fa,Y,1126,0,0,1126,1.0,0.0,2,0,3,1,TA,5,1,Gd,Attchd,RFn,2.0,484.0,P,295,41,0,0,0,0,0,5,2006,WD ,160000
527145090,RL,39.0,5070,No Access,IR1,HLS,Inside,StoneBr,1Story,8,5,1992,1992,Gable,None,0.0,Gd,PConc,1280.0,1280.0,Ex,Y,1280,0,0,1280,0.0,0.0,2,0,2,1,Gd,5,0,No Fireplace,Attchd,RFn,2.0,506.0,Y,0,82,0,0,144,0,0,8,2008,WD ,180000
527404050,RL,66.0,7920,No Access,Reg,Lvl,Inside,NAmes,1Story,5,5,1970,2002,Gable,BrkFace,32.0,TA,CBlock,214.0,914.0,Ex,Y,914,0,0,914,0.0,0.0,1,0,3,1,Ex,5,0,No Fireplace,Attchd,RFn,1.0,368.0,Y,120,0,0,0,0,0,0,10,2007,WD ,133000
923202025,RM,78.0,7020,No Access,Reg,Lvl,Inside,Mitchel,SFoyer,7,5,1997,1997,Gable,BrkFace,200.0,TA,PConc,45.0,1288.0,Gd,Y,1368,0,0,1368,2.0,0.0,2,0,2,2,TA,8,0,No Fireplace,Attchd,Fin,4.0,784.0,Y,0,48,0,0,0,0,0,11,2006,WD ,215000
909276110,RL,0.0,7500,No Access,IR1,Bnk,Inside,Crawfor,2Story,6,7,1942,1950,Gable,None,0.0,TA,CBlock,224.0,771.0,Fa,Y,753,741,0,1494,0.0,0.0,1,0,3,1,Gd,7,2,Gd,Attchd,Unf,1.0,213.0,P,0,0,0,0,224,0,0,11,2009,WD ,177500
528431030,RL,76.0,10612,No Access,Reg,Lvl,Inside,Somerst,1Story,8,5,2006,2006,Gable,BrkFace,248.0,Gd,PConc,1496.0,1524.0,Gd,Y,1534,0,0,1534,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,Fin,2.0,484.0,Y,168,46,0,0,0,0,0,1,2007,WD ,215000
903234220,RM,51.0,6120,No Access,Reg,Lvl,Inside,BrkSide,1.5Fin,5,6,1938,1950,Gable,None,0.0,TA,BrkTil,679.0,952.0,TA,Y,994,588,0,1582,0.0,0.0,2,0,3,1,TA,6,1,Gd,Detchd,Unf,1.0,250.0,Y,189,0,34,150,0,0,0,2,2009,WD ,150000
906402200,RL,90.0,12376,No Access,Reg,Lvl,Corner,SawyerW,2Story,7,5,1990,1990,Hip,None,0.0,TA,PConc,203.0,1673.0,Gd,Y,1699,1523,0,3222,1.0,0.0,3,0,5,1,Gd,11,2,TA,Attchd,Unf,3.0,594.0,Y,367,0,0,0,0,0,0,5,2010,WD ,320000
534400050,RL,100.0,10004,No Access,Reg,Lvl,Inside,NAmes,1Story,6,6,1964,1964,Gable,BrkFace,180.0,TA,CBlock,975.0,1516.0,TA,Y,1516,0,0,1516,0.0,0.0,1,1,3,1,TA,6,0,No Fireplace,Attchd,RFn,2.0,472.0,Y,0,0,0,0,152,0,0,2,2009,WD ,167000
904301410,RL,55.0,8250,No Access,Reg,Lvl,Inside,Edwards,1Story,5,7,1935,1950,Gable,None,0.0,TA,Slab,0.0,0.0,TA,N,1032,0,0,1032,0.0,0.0,1,0,2,1,TA,6,1,TA,Detchd,Unf,1.0,260.0,Y,0,0,121,0,0,0,0,6,2006,WD ,125000
902207120,RM,103.0,12205,No Access,Reg,Lvl,Inside,OldTown,1Story,3,1,1949,1992,Gable,None,0.0,TA,BrkTil,448.0,448.0,Gd,Y,1588,0,0,1588,0.0,0.0,2,0,5,1,TA,6,0,No Fireplace,No Garage,No Garage,0.0,0.0,N,0,0,0,0,0,0,0,12,2008,WD ,65000
906380010,RL,103.0,11175,No Access,IR1,Lvl,Corner,CollgCr,1Story,7,5,2007,2007,Gable,None,0.0,Gd,PConc,1316.0,1316.0,Ex,Y,1316,0,0,1316,0.0,0.0,2,0,3,1,Gd,6,1,Gd,Attchd,Fin,2.0,440.0,Y,0,20,0,0,0,0,0,10,2007,New,200141
528435010,RL,85.0,9965,No Access,Reg,Lvl,FR2,Somerst,1Story,7,5,2007,2007,Gable,No Vnr,0.0,Gd,PConc,1528.0,1528.0,Ex,Y,1528,0,0,1528,0.0,0.0,3,2,3,1,Gd,6,1,TA,Attchd,Unf,2.0,480.0,Y,0,228,0,0,0,0,0,9,2007,New,235876
910204050,RM,50.0,8660,No Access,Reg,Bnk,Inside,IDOTRR,2Story,5,6,1900,1993,Gambrel,None,0.0,TA,BrkTil,760.0,760.0,Ex,N,928,928,312,2168,0.0,0.0,2,0,5,1,Gd,11,0,No Fireplace,Detchd,Unf,2.0,576.0,Y,467,160,78,0,0,0,0,12,2009,WD ,123000
904100030,RL,82.0,12375,No Access,Reg,Lvl,Inside,Sawyer,1.5Fin,5,5,1951,1951,Gable,Stone,41.0,TA,CBlock,477.0,806.0,TA,Y,1081,341,0,1422,1.0,0.0,1,0,3,1,TA,7,1,TA,Detchd,Unf,1.0,288.0,Y,0,0,0,0,0,0,0,6,2006,WD ,137500
907135180,RL,60.0,8070,No Access,Reg,Lvl,Inside,CollgCr,1Story,4,5,1994,1995,Gable,None,0.0,TA,PConc,402.0,990.0,Ex,Y,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,0,No Fireplace,No Garage,No Garage,0.0,0.0,Y,0,0,0,0,0,0,0,8,2007,WD ,123600
535401140,RL,84.0,8658,No Access,Reg,Lvl,Inside,NAmes,1Story,6,5,1965,1965,Gable,BrkFace,101.0,TA,CBlock,445.0,1088.0,Ex,Y,1324,0,0,1324,0.0,0.0,2,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,440.0,Y,0,138,0,0,0,0,0,12,2006,WD ,160000
528275035,RL,0.0,8063,No Access,Reg,Lvl,Inside,Gilbert,2Story,6,5,2000,2000,Gable,None,0.0,TA,PConc,924.0,924.0,Ex,Y,948,742,0,1690,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,RFn,2.0,463.0,Y,100,48,0,0,0,0,0,11,2007,WD ,181000
903475020,RM,49.0,8235,No Access,IR1,HLS,Inside,OldTown,1Story,5,7,1955,1995,Gable,None,0.0,TA,CBlock,0.0,825.0,TA,Y,825,0,0,825,1.0,0.0,1,0,2,1,TA,4,0,No Fireplace,Detchd,RFn,2.0,720.0,Y,140,50,0,0,0,0,0,6,2008,WD ,125000
534125080,RL,78.0,11700,No Access,Reg,Lvl,Inside,NWAmes,2Story,6,6,1968,1968,Gable,None,0.0,TA,CBlock,429.0,727.0,Ex,Y,829,727,0,1556,0.0,0.0,1,1,4,1,TA,8,0,No Fireplace,Attchd,Unf,2.0,441.0,Y,0,0,0,0,0,0,0,5,2009,WD ,154000
924152030,RL,74.0,12961,No Access,Reg,Lvl,Inside,Mitchel,2Story,6,5,1993,1994,Gable,None,0.0,Gd,PConc,208.0,1152.0,Ex,Y,1152,645,0,1797,1.0,0.0,2,1,3,1,Gd,7,1,Fa,Attchd,Fin,2.0,616.0,Y,162,312,0,0,0,0,0,3,2010,WD ,231000
527403020,RL,65.0,8450,No Access,Reg,Lvl,Inside,NAmes,1Story,5,6,1968,1968,Gable,None,0.0,TA,CBlock,281.0,1056.0,Ex,Y,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,6,1,Fa,Attchd,Unf,1.0,304.0,Y,0,85,184,0,0,0,0,7,2010,WD ,142000
902400110,RM,90.0,22950,No Access,IR2,Lvl,Inside,OldTown,2.5Fin,10,9,1892,1993,Gable,None,0.0,Gd,BrkTil,1107.0,1107.0,Ex,Y,1518,1518,572,3608,0.0,0.0,2,1,4,1,Ex,12,2,TA,Detchd,Unf,3.0,840.0,Y,0,260,0,0,410,0,0,6,2006,WD ,475000
911370430,RM,41.0,5748,No Access,IR1,HLS,Inside,Crawfor,1Story,8,5,2005,2006,Hip,Stone,473.0,Gd,PConc,0.0,1573.0,Ex,Y,1778,0,0,1778,2.0,0.0,2,0,2,1,Ex,5,1,Gd,Attchd,Fin,2.0,495.0,Y,123,53,0,0,153,0,0,2,2006,New,375000
527425090,RL,70.0,10500,No Access,Reg,Lvl,FR2,NAmes,1Story,4,5,1971,1971,Gable,None,0.0,TA,CBlock,432.0,864.0,TA,Y,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,1,Po,No Garage,No Garage,0.0,0.0,Y,0,0,0,0,0,0,0,4,2010,ConLI,115000
528488100,FV,62.0,7500,Pave,Reg,Lvl,Inside,Somerst,1Story,7,5,2004,2005,Gable,None,0.0,Gd,PConc,811.0,1221.0,Ex,Y,1221,0,0,1221,1.0,0.0,2,0,2,1,Gd,6,0,No Fireplace,Attchd,RFn,2.0,400.0,Y,0,113,0,0,0,0,0,10,2009,WD ,185000
908228010,RL,62.0,10042,No Access,Reg,Bnk,Corner,Edwards,1.5Fin,6,8,1920,1995,Gable,None,0.0,TA,BrkTil,238.0,660.0,TA,Y,740,125,0,865,1.0,0.0,1,0,2,1,TA,4,1,Gd,Detchd,Unf,1.0,216.0,Y,0,0,84,0,0,0,0,8,2007,WD ,108500
533212110,FV,24.0,2544,Pave,Reg,Lvl,Inside,Somerst,2Story,7,5,2005,2005,Gable,None,0.0,Gd,PConc,600.0,600.0,Ex,Y,520,623,80,1223,0.0,0.0,2,1,2,1,Gd,4,0,No Fireplace,Detchd,RFn,2.0,480.0,Y,0,166,0,0,0,0,0,7,2006,WD ,147400
533223030,FV,35.0,3768,No Access,Reg,Lvl,FR2,Somerst,2Story,7,5,1999,1999,Hip,BrkFace,218.0,Gd,PConc,142.0,691.0,Ex,Y,713,739,0,1452,1.0,0.0,2,1,3,1,Gd,6,0,No Fireplace,Detchd,Unf,2.0,506.0,Y,0,34,0,0,0,0,0,9,2009,WD ,156000
903455030,RM,0.0,10320,Grvl,Reg,Lvl,Inside,IDOTRR,1.5Fin,5,6,1915,1978,Gable,None,0.0,TA,BrkTil,880.0,880.0,Gd,Y,880,428,0,1308,0.0,0.0,2,0,2,1,TA,6,0,No Fireplace,Detchd,Unf,2.0,400.0,Y,0,0,117,0,0,0,0,4,2008,WD ,120000
