Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,After 1999,PID 9,Bath Log,Floating Village,Regular Lot Shape,Hillside,CulDSac,NH1,NH2,NH3,NH4,1 Story,Hip Roof,Stone Vnr,Has Vnr,Exter Qual Num,PConc Foundation,Has Central Air,Excellent Heating,Kitchen Qual Num,Fireplace Qu Num,Attached or BuiltIn Garage,Finished Garage,Fully Paved Drive,New Sale,Has Alley Access,Total SF,1.5P Gr Liv Area,1.5P Total SF,P3 Overall Qual,SalePrice
96.0,12474,10,5,2007,2008,272.0,1682.0,1742,590,0,2332,3,1,9,1,846.0,196,134,0,0,0,0,0,8,2008,1,0,1.0986122886681098,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,2,2,1,1,1,1,0,4014.0,112614.11265023581,254311.5308907561,1000,426000
80.0,9600,5,7,1950,2007,0.0,1113.0,1113,0,0,1113,3,1,5,1,264.0,0,80,120,0,0,0,0,7,2009,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0,1,0,0,2226.0,37131.52160900493,105023.80290200884,125,147000
64.0,8574,6,8,1916,2000,0.0,816.0,1232,0,0,1232,3,1,6,1,440.0,0,0,180,0,0,0,0,10,2009,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,1,0,0,2048.0,43243.02450106838,92681.90002368316,216,147500
104.0,14418,9,5,2007,2007,480.0,1950.0,1950,0,0,1950,2,1,7,1,706.0,156,207,0,0,0,0,0,5,2008,1,0,0.9162907318741551,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,2,1,1,1,1,0,0,3900.0,86109.66844669651,243554.92193753753,729,383000
80.0,10400,7,5,1988,1988,102.0,1845.0,1872,0,0,1872,3,1,6,1,604.0,197,39,0,0,0,0,0,6,2006,0,0,0.8109302162163288,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,3717.0,80995.10385202305,226615.09837828547,343,241500
63.0,15564,6,6,1914,1995,0.0,676.0,676,588,0,1264,3,1,6,0,400.0,424,0,0,0,0,0,400,1,2008,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1940.0,44938.710973947615,85448.13631671554,216,147500
101.0,13543,8,5,2005,2005,130.0,1168.0,1168,1332,0,2500,5,1,9,1,683.0,192,32,0,0,0,0,0,7,2008,1,0,1.252762968495368,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1,0,0,3668.0,125000.0,222148.80965695044,512,355000
50.0,6130,5,6,1924,1950,0.0,784.0,784,0,0,784,2,1,5,0,0.0,0,0,116,0,0,0,0,5,2008,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1568.0,21952.0,62089.632242428364,125,109500
50.0,5925,2,4,1940,1950,0.0,0.0,612,0,0,612,1,1,4,0,308.0,0,0,25,0,0,0,0,10,2009,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,612.0,15140.043857268049,15140.043857268049,8,45000
0.0,24090,7,7,1940,1950,0.0,1032.0,1207,1196,0,2403,4,1,10,2,349.0,56,0,318,0,0,0,0,6,2010,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,3435.0,117796.03060799629,201321.4789211524,343,244400
80.0,9600,6,5,1953,1953,238.0,1416.0,1644,0,0,1644,3,1,7,2,418.0,110,0,0,0,0,0,0,10,2009,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,3060.0,66658.06765876131,169270.8362358974,216,167000
65.0,8158,7,5,2002,2002,214.0,860.0,860,869,0,1729,3,1,7,0,542.0,386,63,0,0,0,0,0,8,2007,1,1,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,2589.0,71893.97394079702,131734.05963910776,343,200000
50.0,5220,5,3,1936,1950,0.0,830.0,879,0,0,879,2,1,4,0,180.0,0,108,0,0,0,0,0,1,2006,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1709.0,26060.534127296778,70650.15094817562,125,80000
60.0,8172,5,7,1955,1990,0.0,864.0,864,0,0,864,2,1,5,0,572.0,0,0,0,0,0,0,0,4,2006,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1728.0,25396.30965317599,71831.61109149648,125,115000
72.0,9000,6,5,1956,1956,74.0,1196.0,1196,0,0,1196,2,1,6,1,297.0,0,44,0,0,0,0,0,5,2008,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2392.0,41361.546586171076,116988.12028577944,216,139000
74.0,7844,6,7,1978,1978,203.0,672.0,672,728,0,1400,3,1,6,1,440.0,0,0,0,0,0,0,0,3,2006,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2072.0,52383.20341483518,94315.83773682975,216,149500
60.0,9084,4,5,1940,1950,0.0,755.0,755,755,0,1510,4,1,7,1,296.0,120,0,0,0,0,0,0,10,2009,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2265.0,58676.664867730855,107795.91655067459,64,108000
60.0,10800,4,7,1900,2000,0.0,0.0,694,600,0,1294,3,2,7,0,0.0,220,114,210,0,0,0,0,8,2008,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1294.0,46548.04167738961,46548.04167738961,64,106250
74.0,8556,7,5,2006,2006,0.0,1240.0,1240,0,0,1240,2,1,5,0,826.0,140,93,0,0,0,0,0,5,2007,1,1,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,0,1,1,1,0,0,2480.0,43664.90581691434,123503.00401204823,343,194000
70.0,9100,5,4,1962,1962,51.0,988.0,988,0,0,988,3,1,6,0,624.0,0,0,0,0,0,0,0,7,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1976.0,31055.27768351138,87837.58976656862,125,129500
63.0,8668,5,5,1968,1968,0.0,1560.0,1560,0,0,1560,4,2,8,0,792.0,0,0,0,0,0,0,0,5,2007,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3120.0,61615.06309337028,174273.71574623638,125,126000
70.0,11767,5,5,1950,1950,0.0,1078.0,1368,0,0,1368,3,1,6,0,195.0,0,41,211,0,0,0,900,6,2009,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2446.0,50597.51013636936,120971.94937670468,125,120000
70.0,8400,7,5,2004,2005,109.0,1473.0,1484,0,0,1484,3,1,7,0,606.0,0,35,0,144,0,0,0,5,2010,1,1,0.9162907318741551,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,0,0,2957.0,57167.71732367841,160796.6463984868,343,213000
40.0,3874,8,5,1980,1980,0.0,1226.0,1226,0,0,1226,1,1,4,1,484.0,133,78,0,0,0,0,0,7,2006,0,0,0.4054651081081644,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,1,1,1,0,0,2452.0,42927.510712828436,121417.3356979966,512,190000
0.0,8076,6,6,1993,1994,112.0,1160.0,1169,0,0,1169,3,1,6,1,402.0,0,26,0,0,144,0,0,7,2006,0,0,0.8109302162163288,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,2329.0,39968.86049163774,112396.8740179192,216,183500
93.0,10090,7,5,1963,1999,364.0,725.0,1035,616,0,1651,4,1,6,2,276.0,460,46,0,0,165,0,0,10,2007,0,0,0.8109302162163288,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2376.0,67084.25635721096,115816.29149649024,343,172000
67.0,8877,4,6,1938,1958,0.0,816.0,816,0,0,816,2,1,3,1,288.0,0,0,0,0,0,0,0,5,2009,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1632.0,23309.622390763863,65929.56823762764,64,100000
85.0,11058,7,6,2007,2007,212.0,1564.0,1564,0,0,1564,3,1,6,0,814.0,0,24,0,0,0,0,0,2,2008,1,1,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,1,1,2,1,1,1,1,0,1,1,1,0,0,3128.0,61852.19595131607,174944.42875381885,343,218836
60.0,10800,6,7,1905,2000,0.0,482.0,1221,691,0,1912,3,2,7,1,672.0,0,25,212,0,0,0,0,4,2008,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2394.0,83604.9192811045,117134.87518241526,216,163000
59.0,10936,7,5,2006,2006,0.0,1510.0,1525,0,0,1525,3,1,6,1,534.0,100,18,0,0,0,0,0,4,2007,1,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,3035.0,59553.15377878824,167200.68144298933,343,206580
65.0,8461,6,5,2005,2006,0.0,728.0,728,728,0,1456,3,1,8,1,390.0,0,24,0,0,0,0,0,7,2006,1,1,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,2184.0,55557.41909052291,102065.49614830666,216,163990
60.0,7518,5,8,1910,2004,0.0,396.0,665,665,0,1330,3,1,7,0,390.0,0,72,45,0,0,0,0,7,2006,0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1726.0,48503.98952663585,71706.9395247071,125,116500
0.0,8010,7,5,2002,2003,0.0,840.0,840,880,0,1720,3,1,7,1,400.0,138,48,0,0,0,0,0,7,2008,1,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,2560.0,71333.35825544735,129526.89296049681,343,188000
0.0,10050,5,6,1966,1966,87.0,793.0,1280,0,0,1280,3,1,6,1,432.0,140,40,0,0,0,0,0,6,2007,0,0,0.8109302162163288,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,2073.0,45794.672179195695,94384.12481450468,125,175000
38.0,4740,8,5,1988,1988,0.0,1166.0,1179,0,0,1179,2,1,5,0,480.0,0,108,0,0,135,0,0,10,2007,0,0,0.9162907318741551,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,1,0,0,2345.0,40482.81535417219,113557.0941200945,512,182000
60.0,6978,5,7,1926,1980,0.0,850.0,960,0,0,960,2,1,5,0,576.0,0,0,116,0,0,0,0,4,2007,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1810.0,29744.51209887296,77004.81153798118,125,103000
0.0,11400,10,5,2001,2002,705.0,2633.0,2633,0,0,2633,2,1,8,2,804.0,314,140,0,0,0,0,0,3,2007,1,0,1.0986122886681098,0,1,0,0,0,0,0,1,1,1,0,1,2,1,1,1,2,1,1,1,1,0,0,5266.0,135106.5140435501,382138.92905067914,1000,466500
66.0,9240,6,8,1959,1998,0.0,988.0,988,0,0,988,3,1,6,0,297.0,156,0,0,0,0,0,0,6,2009,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,0,1,0,1,0,0,1976.0,31055.27768351138,87837.58976656862,216,149500
24.0,2304,7,7,1978,1978,0.0,1061.0,1055,0,0,1055,2,1,4,0,319.0,108,32,0,0,0,0,0,4,2007,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2116.0,34267.20553240372,97336.0,343,142500
54.0,7223,5,5,1926,1950,0.0,1290.0,1422,0,0,1422,3,1,6,0,352.0,0,0,64,0,0,0,0,4,2007,0,1,0.0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2712.0,53622.7885138399,141232.46131113058,125,136500
0.0,3612,6,5,1993,1994,0.0,630.0,630,690,0,1320,3,1,5,0,484.0,0,48,0,0,0,0,0,6,2006,0,1,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1950.0,47957.981608904265,86109.66844669651,216,137000
63.0,12680,7,6,1988,1988,102.0,1675.0,1688,0,0,1688,2,1,6,1,528.0,0,48,0,0,141,0,0,6,2008,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,2,2,1,1,1,0,0,3363.0,69351.94786017189,195025.0064658376,343,226500
85.0,10176,7,5,1990,1990,0.0,1300.0,1341,0,0,1341,2,1,5,1,506.0,192,0,0,0,0,0,0,2,2010,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,2641.0,49106.97324209669,135722.73472414265,343,171500
55.0,10780,5,5,1976,1976,0.0,911.0,954,0,0,954,3,1,6,0,576.0,0,0,0,0,0,0,0,7,2006,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1865.0,29466.093463504796,80541.22934870065,125,132500
0.0,8544,3,4,1949,1950,340.0,0.0,1040,0,0,1040,2,2,6,0,400.0,0,0,0,0,0,0,0,5,2006,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1040.0,33538.99223292197,33538.99223292197,27,87500
79.0,10646,7,5,2001,2001,513.0,858.0,872,917,0,1789,3,1,7,1,546.0,0,0,0,0,0,0,0,6,2008,1,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,2647.0,75668.56724558752,136185.51326407667,343,223000
80.0,8400,6,9,1962,2005,237.0,1319.0,1537,0,0,1537,3,1,7,1,462.0,0,36,0,0,0,0,0,7,2008,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,0,1,1,1,1,1,0,0,2856.0,60257.45723974751,152629.08640229751,216,174000
85.0,15428,5,6,1951,1991,0.0,884.0,884,0,0,884,2,1,4,0,270.0,0,0,0,0,195,0,0,6,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1768.0,26283.209545259117,74340.14280319886,125,142000
81.0,11216,8,5,2006,2006,0.0,1489.0,1489,0,0,1489,3,1,7,1,776.0,0,140,0,0,0,0,0,6,2006,1,0,0.6931471805599453,1,1,0,0,0,0,1,0,1,0,0,0,2,1,1,1,1,1,1,1,1,1,0,2978.0,57456.88095432957,162512.60059453853,512,232600
78.0,10140,6,6,1974,1999,99.0,1040.0,1309,0,0,1309,3,1,5,1,484.0,265,0,0,0,0,648,0,1,2006,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,2349.0,47359.757484598675,113847.76918763055,216,181000
42.0,3964,6,4,1973,1973,0.0,942.0,1291,1230,0,2521,5,1,10,1,576.0,728,20,0,0,0,0,0,6,2006,0,1,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,3463.0,126578.3028840251,203788.06110025189,216,151400
98.0,11428,8,5,2006,2006,248.0,1626.0,1634,0,0,1634,3,1,7,1,866.0,0,44,0,0,0,0,0,5,2007,1,0,0.6931471805599453,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,0,3260.0,66050.79941984048,186134.29560400738,512,250000
80.0,10421,7,5,1988,1988,42.0,980.0,980,734,0,1714,3,1,7,1,496.0,228,66,156,0,0,0,500,3,2010,0,0,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2694.0,70960.4280144927,139828.7215989619,343,196500
75.0,13500,7,8,1879,1987,0.0,819.0,1312,1142,0,2454,3,1,8,1,576.0,0,148,150,0,0,0,0,2,2007,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,3273.0,121565.9190069322,187248.7848211571,343,185000
75.0,9000,6,5,1969,1969,200.0,1216.0,1216,0,0,1216,3,1,5,0,336.0,0,0,0,0,0,0,0,8,2009,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2432.0,42403.36892276367,119934.8388417644,216,113000
60.0,8089,8,6,2007,2007,0.0,1419.0,1419,0,0,1419,2,1,7,1,567.0,140,0,0,0,0,0,0,10,2007,1,0,0.9162907318741551,0,1,1,0,0,0,0,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,0,2838.0,53453.185676814435,151188.4402723965,512,392000
35.0,9400,6,5,1975,1975,250.0,945.0,980,0,0,980,4,0,4,0,0.0,0,0,0,0,0,0,0,10,2006,0,1,0.9162907318741551,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1925.0,30678.852651297115,84459.03222864917,216,127500
24.0,2117,6,5,2000,2000,216.0,756.0,769,804,0,1573,3,1,4,0,440.0,0,32,0,0,0,0,0,9,2007,1,0,0.9162907318741551,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0,1,0,0,2329.0,62386.85371935341,112396.8740179192,216,177000
85.0,10625,6,5,2004,2004,353.0,1158.0,1158,1285,0,2443,4,1,9,1,744.0,193,127,0,0,0,0,0,6,2007,1,0,0.9162907318741551,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,0,3601.0,120749.46089734728,216090.00624971068,216,265000
106.0,8413,8,5,1998,1998,0.0,1220.0,1220,1142,0,2362,3,1,8,2,1105.0,147,0,36,0,144,0,0,6,2007,0,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,3582.0,114794.17201234565,214382.026690672,512,312500
75.0,13500,10,9,1893,2000,0.0,1237.0,1521,1254,0,2775,3,1,9,1,880.0,105,502,0,0,0,0,0,7,2008,0,1,1.252762968495368,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,4012.0,146182.19582083175,254121.48615967127,1000,325000
0.0,15676,8,8,1980,1980,115.0,2014.0,2014,0,0,2014,2,1,6,2,864.0,462,0,0,255,0,0,0,4,2009,0,0,0.9162907318741551,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,1,1,1,1,1,0,0,4028.0,90383.50924809238,255643.1691870526,512,275000
82.0,9950,7,5,1995,1995,290.0,1203.0,1214,1306,0,2520,4,1,9,1,721.0,224,114,0,0,0,0,0,6,2007,0,0,0.9162907318741551,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,3723.0,126502.99601195223,227164.02458796155,343,290000
39.0,15410,6,6,1974,2002,250.0,1208.0,1494,0,0,1494,3,1,7,2,461.0,296,0,186,0,0,0,0,4,2010,0,0,0.9162907318741551,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,2702.0,57746.530493182014,140452.02884971083,216,169000
50.0,6000,5,7,1921,1950,0.0,616.0,616,0,0,616,2,1,4,0,205.0,0,0,129,0,0,0,0,6,2006,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1232.0,15288.717931860736,43243.02450106838,125,89000
63.0,8402,6,5,1998,1998,0.0,789.0,789,676,0,1465,3,1,7,1,393.0,0,75,0,0,0,0,0,5,2010,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,2254.0,56073.341482383585,107011.60247375048,216,180400
85.0,10655,8,5,2003,2004,296.0,3206.0,1629,0,0,1629,3,1,7,1,880.0,0,0,0,0,0,0,0,10,2009,1,0,0.9162907318741551,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,1,1,1,1,1,0,0,4835.0,65747.86071804923,336197.68422016234,512,284000
70.0,10150,5,5,1958,1958,1.0,912.0,912,0,0,912,2,1,5,0,275.0,0,0,0,0,0,0,0,7,2007,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1824.0,27541.796019867696,77899.96292682044,125,114500
84.0,10084,7,5,2005,2006,196.0,1552.0,1552,0,0,1552,3,1,7,0,782.0,144,20,0,0,0,0,0,7,2006,1,1,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,0,3104.0,61141.70923355022,172934.86884951804,343,212900
67.0,16285,7,5,2001,2002,0.0,1413.0,1430,0,0,1430,3,1,6,0,605.0,0,33,0,0,0,0,0,6,2009,1,1,0.6931471805599453,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,0,1,1,1,0,0,2843.0,54075.93734740064,151588.1628195289,343,187100
34.0,3230,6,5,1999,1999,1129.0,729.0,729,729,0,1458,2,1,5,1,440.0,0,32,0,0,0,0,0,6,2007,0,0,0.9162907318741551,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2187.0,55671.93109637926,102275.86813613464,216,176000
0.0,21579,6,6,1968,1968,0.0,1488.0,1488,0,0,1488,3,1,7,2,552.0,0,0,216,0,0,0,0,9,2007,0,1,0.8109302162163288,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,2976.0,57399.00932943007,162348.91492091963,216,215000
64.0,8320,7,5,2004,2004,0.0,770.0,770,812,0,1582,3,1,6,0,520.0,0,45,0,0,0,0,0,9,2008,1,1,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,2352.0,62923.04321947564,114065.93798325598,343,185900
60.0,6960,4,6,1970,1970,0.0,864.0,864,0,0,864,3,1,5,0,660.0,96,0,0,0,0,0,500,11,2009,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1728.0,25396.30965317599,71831.61109149648,64,120500
60.0,21930,5,5,2005,2005,0.0,732.0,734,1104,0,1838,4,1,7,1,372.0,100,40,0,0,0,0,0,7,2006,1,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,1,1,1,0,0,2570.0,78798.55628119083,130286.580275944,125,192140
60.0,6600,5,9,1982,2008,0.0,816.0,816,0,0,816,3,1,5,1,264.0,0,0,0,0,0,0,0,10,2008,0,1,0.22314355131420976,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,2,1,0,1,0,0,1632.0,23309.622390763863,65929.56823762764,125,130500
50.0,8405,4,3,1945,1950,0.0,0.0,1088,441,0,1529,4,1,9,0,240.0,92,0,185,0,0,0,0,4,2009,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1529.0,59787.61484622045,59787.61484622045,64,98000
91.0,11778,9,5,2008,2008,554.0,2271.0,2276,0,0,2276,3,1,7,2,1348.0,0,0,70,0,255,0,0,6,2008,1,1,0.9162907318741551,0,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,4547.0,108582.13746284423,306610.78800818475,729,475000
60.0,8967,5,2,1920,1950,0.0,961.0,1077,0,0,1077,2,1,6,0,338.0,0,0,0,0,0,0,0,11,2007,0,1,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2038.0,35344.639381382854,92003.90683009065,125,67000
86.0,10562,8,5,2007,2007,300.0,1582.0,1610,551,0,2161,3,1,8,1,789.0,178,120,0,0,0,0,0,11,2007,1,0,0.6931471805599453,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1,1,0,3743.0,100457.45010202081,228996.97248435405,512,325624
44.0,12864,7,5,2002,2002,0.0,1409.0,1409,0,0,1409,1,1,4,1,576.0,0,144,0,0,145,0,0,7,2007,1,1,0.6931471805599453,0,0,0,1,0,1,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1,0,0,2818.0,52889.138100369906,149593.07280753343,343,245000
66.0,13695,5,5,2004,2004,0.0,1114.0,1114,0,0,1114,3,1,6,0,576.0,0,102,0,0,0,0,0,6,2008,1,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2228.0,37181.5753297248,105165.3762033874,125,159000
79.0,10289,5,7,1965,1965,168.0,1073.0,1073,0,0,1073,3,1,6,0,515.0,0,0,0,0,0,0,0,6,2007,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2146.0,35147.916254025644,99413.31971119363,125,156000
105.0,15431,10,5,2008,2008,200.0,3094.0,2402,0,0,2402,2,1,10,2,672.0,0,72,0,0,170,0,0,4,2009,1,0,0.9162907318741551,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,5496.0,117722.50765253007,407446.0257948284,1000,555000
0.0,11120,6,6,1984,1984,0.0,1232.0,1232,0,0,1232,3,1,6,0,516.0,0,0,0,0,0,0,0,6,2008,0,0,0.6931471805599453,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2464.0,43243.02450106838,122309.74345488589,216,162500
73.0,9069,6,8,1993,1993,0.0,1344.0,1440,0,0,1440,2,2,8,0,920.0,288,0,0,0,0,0,0,4,2006,0,1,1.0986122886681098,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,2784.0,54644.157967709594,146893.9287513272,216,224500
0.0,47280,6,5,1950,1950,44.0,1488.0,1488,0,0,1488,3,1,6,1,738.0,0,0,180,0,0,0,0,7,2008,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2976.0,57399.00932943007,162348.91492091963,216,133000
63.0,7875,7,5,2003,2003,0.0,783.0,807,702,0,1509,3,1,8,1,393.0,0,75,0,0,0,0,0,7,2006,1,0,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,2292.0,58618.386441457085,109729.12597847483,343,180000
60.0,6600,5,6,1982,2005,0.0,845.0,845,0,0,845,3,1,6,0,264.0,0,0,0,0,0,0,0,7,2008,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1690.0,24563.20673283519,69475.2401938993,125,134500
66.0,13682,10,5,2006,2006,1031.0,1410.0,1426,1519,0,2945,3,1,10,1,641.0,192,0,37,0,0,0,0,10,2006,1,0,1.252762968495368,0,0,1,1,0,0,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,0,4355.0,159818.8306333143,287397.0056820356,1000,438780
